"SOURCE_INVOICE_NUMBER","SOURCE_LINE_NUMBER","ITEM_TYPE","SOURCE_ITEM_TYPE","ITEM_CODE","DESCRIPTION","QUANTITY","UNIT_PRICE","DISCOUNT","TOTAL","VAT_AMOUNT","UNIT","CURRENCY"
IL207157,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207157,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207157,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207157,6,parts,M,PAR1101001735,AIR FILTER,1,115,0,115,0,PCS,AED
IL207157,7,parts,M,PAR1101000871,AC FILTER,1,5.5,0,5.5,0,PCS,AED
IL207157,8,service,L,M02001,R/R ATF,0.5,95,0,47.5,0,HRS,AED
IL207157,9,parts,M,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,0,135,0,GAL,AED
IL207157,10,service,L,M03002,R/R REAR BRAKE PAD,0.5,95,0,47.5,0,HRS,AED
IL207157,11,parts,M,PAR1101000997,BRAKE PAD REAR,1,27,0,27,0,PCS,AED
IL207158,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207158,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207158,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207158,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207158,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207158,6,parts,M,PAR1101001735,AIR FILTER,1,115,0,115,0,PCS,AED
IL207158,7,parts,M,PAR1101000871,AC FILTER,1,5.5,0,5.5,0,PCS,AED
IL207158,8,service,L,M02001,R/R ATF,0.5,95,0,47.5,0,HRS,AED
IL207158,9,parts,M,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,0,135,0,GAL,AED
IL207159,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207159,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207159,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207159,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207159,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207159,6,parts,M,PAR1101002966,"WIPER BLADE 18""",1,4,0,4,0,PCS,AED
IL207159,7,parts,M,PAR1101002967,"WIPER BLADE 24""",1,4,0,4,0,PCS,AED
IL207160,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207160,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207160,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207160,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207160,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207160,6,parts,M,PAR1101001735,AIR FILTER,1,115,0,115,0,PCS,AED
IL207160,7,parts,M,PAR1101000871,AC FILTER,1,5.5,0,5.5,0,PCS,AED
IL207160,8,service,L,M01006,R/R SPARK PLUGS,1,95,0,95,0,HRS,AED
IL207160,9,parts,M,PAR1101001489,SPARK PLUG,4,66,0,264,0,PCS,AED
IL207160,10,service,L,M02001,R/R ATF,0.5,95,0,47.5,0,HRS,AED
IL207160,11,parts,M,PAR1102000605,TRANSAXLE FLUID TE 4L,1,137,0,137,0,PCS,AED
IL207160,12,service,R,PAR1102000605,TRANSAXLE FLUID TE 4L,1,-137,0,-137,0,PCS,AED
IL207160,13,parts,M,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,0,135,0,GAL,AED
IL207161,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207161,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207161,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207161,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207161,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207161,6,parts,M,PAR1101002966,"WIPER BLADE 18""",1,4,0,4,0,PCS,AED
IL207161,7,parts,M,PAR1101002967,"WIPER BLADE 24""",1,4,0,4,0,PCS,AED
IL207162,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207162,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207162,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207162,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207162,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207163,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207163,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207163,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207163,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207163,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207164,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207164,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207164,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207164,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207164,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207164,6,parts,M,PAR1101002966,"WIPER BLADE 18""",1,4,0,4,0,PCS,AED
IL207164,7,parts,M,PAR1101002967,"WIPER BLADE 24""",1,4,0,4,0,PCS,AED
IL207165,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207165,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207165,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207165,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.3,14.75,0,63.43,0,LTR,AED
IL207165,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207165,6,parts,M,PAR1101002967,"WIPER BLADE 24""",1,4,0,4,0,PCS,AED
IL207165,7,parts,M,PAR1101003525,"WIPER BLADE 14""-TENSAI",1,4,0,4,0,PCS,AED
IL207165,8,service,L,M01006,R/R SPARK PLUGS,1,95,0,95,0,HRS,AED
IL207165,9,parts,M,PAR1104000357,SPARK PLUG,4,45,0,180,0,PCS,AED
IL207166,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207166,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207166,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207166,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207166,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207167,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207167,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207167,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207167,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207167,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207168,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207168,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207168,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207168,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207168,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207168,6,parts,M,PAR1101002966,"WIPER BLADE 18""",1,4,0,4,0,PCS,AED
IL207168,7,parts,M,PAR1101002967,"WIPER BLADE 24""",1,4,0,4,0,PCS,AED
IL207169,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207169,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207169,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207169,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207169,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207170,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1.5,95,0,142.5,0,HRS,AED
IL207170,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207170,3,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.6,14.75,0,67.85,0,LTR,AED
IL207170,4,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207170,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207171,1,service,L,M00002,AC CONDENSOR CLEANING,0.5,95,0,47.5,0,HRS,AED
IL207171,2,parts,M,PAR1101001331,COOLANT ACDELCO (RED),1,22,0,22,0,PCS,AED
IL207171,3,parts,M,PAR9999001301,RADIATOR CAP,1,39,0,39,0,PCS,AED
IL207172,1,service,L,M00001,AC CONDENSER CLEANING,0.5,95,0,47.5,0,HRS,AED
IL207172,2,parts,M,PAR2004000085,A/C FILTER,1,63.84,0,63.84,0,NOS,AED
IL207173,1,parts,M,TYR1905000001,"205 65 R16 -GITI COMFORT T29 GITI TYRE",2,215,0,430,0,PCS,AED
IL207174,1,parts,M,TYR1905000001,"205 65 R16 -GITI COMFORT T29 GITI TYRE",2,215,0,430,0,PCS,AED
IL207175,1,parts,M,TYR1905000001,"205 65 R16 -GITI COMFORT T29 GITI TYRE",2,215,0,430,0,PCS,AED
IL207176,1,parts,M,TYR1905000001,"205 65 R16 -GITI COMFORT T29 GITI TYRE",2,215,0,430,0,PCS,AED
IL207177,1,parts,M,TYR1905000001,"205 65 R16 -GITI COMFORT T29 GITI TYRE",2,215,0,430,0,PCS,AED
IL207178,1,parts,M,TYR1905000001,"205 65 R16 -GITI COMFORT T29 GITI TYRE",2,215,0,430,0,PCS,AED
IL207179,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207179,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207179,3,parts,M,PAR1906000054,OIL FILTER,1,34,0,34,0,PCS,AED
IL207179,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207179,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207179,6,parts,M,PAR1905000085,AIR FILTER,1,65.89,0,65.89,0,PCS,AED
IL207179,7,parts,M,PAR2004000085,A/C FILTER,1,63.84,0,63.84,0,NOS,AED
IL207180,1,service,L,M00001,R/R STEARING RACK,2.5,95,0,237.5,0,HRS,AED
IL207180,2,service,S,SLL01022,STEERING OPENING AND FITTING-STEERING NYLON BUSH NEW MAKING,1,155,0,155,0,NOS,AED
IL207180,3,service,L,M08004,R/R WATER PUMP,2.5,95,0,237.5,0,HRS,AED
IL207180,4,parts,M,PAR1104000906,WATER PUMP ASSY,1,85,0,85,0,PCS,AED
IL207180,5,parts,M,PAR1104000817,ALTERNATOR BELT,1,35,0,35,0,PCS,AED
IL207180,6,parts,M,PAR1101001331,COOLANT ACDELCO (RED),1,22,0,22,0,PCS,AED
IL207180,7,parts,M,PAR9999005565,SILICON GREY (DIRKO),1,20,0,20,0,PCS,AED
IL207180,8,service,L,M08008,R/R THERMOSTAT VALVE,1,95,0,95,0,HRS,AED
IL207180,9,parts,M,PAR1104000202,THERMOSTAT ASSY,1,55,0,55,0,PCS,AED
IL207180,10,parts,M,PAR9999001546,THERMOSTAT GASKET,1,15,0,15,0,PCS,AED
IL207181,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207181,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207181,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207181,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207181,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207181,6,parts,M,PAR1101001735,AIR FILTER,1,115,0,115,0,PCS,AED
IL207181,7,parts,M,PAR1101000871,AC FILTER,1,5.5,0,5.5,0,PCS,AED
IL207181,8,parts,M,PAR9999005735,BULB 12 V 21W (7504 -CHINA) SINGAL FILIMENT,1,5,0,5,0,PCS,AED
IL207181,9,service,L,M02001,R/R ATF,0.5,95,0,47.5,0,HRS,AED
IL207181,10,parts,M,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,0,135,0,GAL,AED
IL207182,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207182,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207182,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207182,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207182,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207182,6,parts,M,PAR9999005735,BULB 12 V 21W (7504 -CHINA) SINGAL FILIMENT,1,5,0,5,0,PCS,AED
IL207182,7,parts,M,PAR1101002966,"WIPER BLADE 18""",1,4,0,4,0,PCS,AED
IL207182,8,parts,M,PAR1101002967,"WIPER BLADE 24""",1,4,0,4,0,PCS,AED
IL207183,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207183,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207183,3,parts,M,PAR1906000054,OIL FILTER,1,34,0,34,0,PCS,AED
IL207183,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207183,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207184,1,parts,M,TYR1905000001,"205 65 R16 -GITI COMFORT T29 GITI TYRE",2,215,0,430,0,PCS,AED
IL207185,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207185,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207185,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207185,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207185,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207185,6,parts,M,PAR1101001735,AIR FILTER,1,115,0,115,0,PCS,AED
IL207185,7,parts,M,PAR1101000871,AC FILTER,1,5.5,0,5.5,0,PCS,AED
IL207185,8,service,L,M01006,R/R SPARK PLUGS,1,95,0,95,0,HRS,AED
IL207185,9,parts,M,PAR1101001489,SPARK PLUG,4,66,0,264,0,PCS,AED
IL207185,10,service,L,M02001,R/R ATF,0.5,95,0,47.5,0,HRS,AED
IL207185,11,parts,M,LUB1101000799,"AUTOMATIC TRANSMISSION FLUID, TOYOTA",1,135,0,135,0,GAL,AED
IL207185,12,parts,M,TYR1905000001,"205 65 R16 -GITI COMFORT T29 GITI TYRE",2,215,0,430,0,PCS,AED
IL207186,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207186,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207186,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207186,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207186,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207186,6,service,L,M01006,R/R SPARK PLUGS,1,95,0,95,0,HRS,AED
IL207186,7,parts,M,PAR1101001489,SPARK PLUG,4,66,0,264,0,PCS,AED
IL207186,8,service,L,M00002,R/R WIPER TANK ASSY,1,95,0,95,0,HRS,AED
IL207186,9,parts,M,PAR1101002284,WIPER WASHER TANK ASSY,1,60,0,60,0,PCS,AED
IL207187,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207187,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207187,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207187,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207187,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207187,6,parts,M,PAR1101002966,"WIPER BLADE 18""",1,4,0,4,0,PCS,AED
IL207187,7,parts,M,PAR1101002967,"WIPER BLADE 24""",1,4,0,4,0,PCS,AED
IL207187,8,service,L,M00002,R/R FRONT WHEEL BEARING,3,95,0,285,0,HRS,AED
IL207187,9,parts,M,PAR1101002519,FRT WHEEL HUB BEARING - CAMRY,2,115,0,230,0,PCS,AED
IL207188,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207188,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207188,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207188,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207188,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207189,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207189,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207189,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207189,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207189,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207189,6,parts,M,PAR1101000871,AC FILTER,1,5.5,0,5.5,0,PCS,AED
IL207190,1,service,L,M10002,R/R AC CONDENSOR,1.5,95,0,142.5,0,HRS,AED
IL207190,2,parts,M,PAR1101000367,AC CONDENSOR ASSY,1,230,0,230,0,PCS,AED
IL207190,3,parts,M,PAR9999001410,CONDENSOR PIPING CLAMP,1,20,0,20,0,PCS,AED
IL207190,4,service,L,M00002,AC GAS FILLING AND RADIATOR CLEANING,1,95,0,95,0,HRS,AED
IL207190,5,parts,M,PAR1101000871,AC FILTER,1,5.5,0,5.5,0,PCS,AED
IL207190,6,service,C,"9999",AC GAS,1,80,0,80,0,NOS,AED
IL207191,1,service,L,M11001,R/R BATTERY,0.25,95,0,23.75,0,HRS,AED
IL207191,2,parts,M,BAT1101000749,"55559 BATTERY DIN55 SBK",1,196.25,0,196.25,0,PCS,AED
IL207192,1,service,L,M00002,AC CONDENSOR CLEANING,0.5,95,0,47.5,0,HRS,AED
IL207192,2,parts,M,PAR1101000871,AC FILTER,1,5.5,0,5.5,0,PCS,AED
IL207192,3,parts,M,PAR9999005735,BULB 12 V 21W (7504 -CHINA) SINGAL FILIMENT,2,5,0,10,0,PCS,AED
IL207193,1,service,L,M08008,R/R THERMOSTAT VALVE,1,95,0,95,0,HRS,AED
IL207193,2,parts,M,PAR1104000202,THERMOSTAT ASSY,1,55,0,55,0,PCS,AED
IL207193,3,parts,M,PAR9999001546,THERMOSTAT GASKET,1,15,0,15,0,PCS,AED
IL207193,4,parts,M,PAR1101001331,COOLANT ACDELCO (RED),1,22,0,22,0,PCS,AED
IL207194,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207194,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207194,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207194,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207194,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207194,6,parts,M,PAR1101002967,"WIPER BLADE 24""",1,4,0,4,0,PCS,AED
IL207194,7,parts,M,PAR1101002966,"WIPER BLADE 18""",1,4,0,4,0,PCS,AED
IL207195,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207195,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207195,3,parts,M,PAR1906000054,OIL FILTER,1,34,0,34,0,PCS,AED
IL207195,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207195,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207195,6,parts,M,PAR1905000085,AIR FILTER,1,65.89,0,65.89,0,PCS,AED
IL207195,7,parts,M,PAR2004000085,A/C FILTER,1,63.84,0,63.84,0,NOS,AED
IL207196,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207196,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207196,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207196,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207196,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207197,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207197,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207197,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207197,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207197,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207197,6,parts,M,PAR9999001665,OIL PAN DRIAN PLUGS GASKET,1,5,0,5,0,PCS,AED
IL207197,7,parts,M,PAR1101002966,"WIPER BLADE 18""",1,4,0,4,0,PCS,AED
IL207197,8,parts,M,PAR1101002967,"WIPER BLADE 24""",1,4,0,4,0,PCS,AED
IL207197,9,service,L,M03001,R/R FRONT BRAKE PAD,0.5,95,0,47.5,0,HRS,AED
IL207197,10,parts,M,PAR1101001534,FRONT BRAKE PAD,1,34,0,34,0,PCS,AED
IL207198,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207198,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207198,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207198,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207198,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207199,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207199,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207199,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207199,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207199,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207200,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207200,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207200,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207200,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207200,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207201,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207201,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207201,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207201,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207201,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
IL207202,1,service,L,M01001,CARRYOUT PERIODIC MAINTENANCE SERVICE,1,95,0,95,0,HRS,AED
IL207202,2,service,C,"9999",CONSUMABLES,1,10,0,10,0,NOS,AED
IL207202,3,parts,M,PAR1104000199,OIL FILTER,1,14.5,0,14.5,0,PCS,AED
IL207202,4,parts,M,LUB9999004725,SAE 5W30 TOTAL QUARTZ 7000 API SN,4.5,14.75,0,66.38,0,LTR,AED
IL207202,5,parts,M,PAR9999005976,FUEL INJECTION CLEANER,1,10,0,10,0,PCS,AED
